Garlic Mustard,5
Common Sheep Weed,2
Daffodils,3
Groundsel,1
Wood Aven,1
Nettle,1
Heather,1
Creeping Thistle,5
Mullein,3
Crocus,2
Watercress,2
Geranium,1
Lamiaceae,1
Silver Birch,1
Soft rush,1
Sticky Weed,2
Ramson,1
Dock,1
Stinking Iris,1
Tansy,1
